Iteration,Best_Fitness
0,-1.1615531981924445
1,-1.1615531981924445
2,-2.4835699402144567
3,-4.184712274656917
4,-6.3567098098337
5,-9.089029167766697
6,-9.089029167766697
7,-9.495776370921595
8,-9.789615479091596
9,-9.789615479091596
10,-10.282482051760653
11,-10.396185426820379
12,-10.396185426820379
13,-10.396185426820379
14,-10.500871581342698
15,-10.500871581342698
16,-10.500871581342698
17,-10.500871581342698
18,-10.540764114615946
19,-10.540764114615946
20,-10.540764114615946
21,-10.540764114615946
22,-10.540764114615946
23,-10.540764114615946
24,-10.540764114615946
25,-10.540764114615946
26,-10.540764114615946
27,-10.540764114615946
28,-10.54432808626577
29,-10.54432808626577
30,-10.54432808626577
31,-10.54432808626577
32,-10.54432808626577
33,-10.54432808626577
34,-10.54432808626577
35,-10.54432808626577
36,-10.550611033874759
37,-10.550611033874759
38,-10.550611033874759
39,-10.550611033874759
40,-10.550611033874759
41,-10.551753393323292
42,-10.551753393323292
43,-10.551753393323292
44,-10.551753393323292
45,-10.551753393323292
46,-10.551753393323292
47,-10.551753393323292
48,-10.551753393323292
49,-10.551753393323292
50,-10.551753393323292
51,-10.551753393323292
52,-10.551753393323292
53,-10.551753393323292
54,-10.551753393323292
55,-10.551753393323292
56,-10.551753393323292
57,-10.551753393323292
58,-10.552407981350555
59,-10.552407981350555
60,-10.552407981350555
61,-10.552407981350555
62,-10.552407981350555
63,-10.552407981350555
64,-10.552487013191644
65,-10.552487013191644
66,-10.552487013191644
67,-10.552609194328948
68,-10.552609194328948
69,-10.552609194328948
70,-10.552686150183607
71,-10.552686150183607
72,-10.552777280094206
73,-10.552777280094206
74,-10.552777280094206
75,-10.552777280094206
76,-10.552777280094206
77,-10.552777280094206
78,-10.552777280094206
79,-10.552777280094206
80,-10.552777280094206
81,-10.552777280094206
82,-10.552777280094206
83,-10.552777280094206
84,-10.552777280094206
85,-10.552777280094206
86,-10.552777280094206
87,-10.552777280094206
88,-10.552777280094206
89,-10.552777280094206
90,-10.552777280094206
91,-10.552777280094206
92,-10.552777280094206
93,-10.552777280094206
94,-10.552777280094206
95,-10.552777280094206
96,-10.552777280094206
97,-10.552777280094206
98,-10.552777280094206
99,-10.552777280094206
100,-10.552777280094206
101,-10.552777280094206
102,-10.552777280094206
103,-10.552777280094206
104,-10.552777280094206
105,-10.552777280094206
106,-10.552777280094206
107,-10.552777280094206
108,-10.552777280094206
109,-10.552777280094206
110,-10.552777280094206
111,-10.552777280094206
112,-10.552777280094206
113,-10.552777280094206
114,-10.552777280094206
115,-10.552777280094206
116,-10.552777280094206
117,-10.552777280094206
118,-10.552777280094206
119,-10.552777280094206
120,-10.552777280094206
121,-10.552777280094206
122,-10.552777280094206
123,-10.552777280094206
124,-10.552777280094206
125,-10.552777280094206
126,-10.552777280094206
127,-10.552777280094206
128,-10.552777280094206
129,-10.552777280094206
130,-10.552777280094206
131,-10.552777280094206
132,-10.552777280094206
133,-10.552777280094206
134,-10.552777280094206
135,-10.552777280094206
136,-10.552777280094206
137,-10.552777280094206
138,-10.552777280094206
139,-10.552777280094206
140,-10.552777280094206
141,-10.552777280094206
142,-10.552777280094206
143,-10.552777280094206
144,-10.552777280094206
145,-10.552777280094206
146,-10.552777280094206
147,-10.552777280094206
148,-10.552777280094206
149,-10.552777280094206
150,-10.552777280094206
151,-10.552777280094206
152,-10.552777280094206
153,-10.552777280094206
154,-10.552777280094206
155,-10.552777280094206
156,-10.552777280094206
157,-10.552777280094206
158,-10.552777280094206
159,-10.552777280094206
160,-10.552777280094206
161,-10.552777280094206
162,-10.552777280094206
163,-10.552777280094206
164,-10.552777280094206
165,-10.552777280094206
166,-10.552777280094206
167,-10.552777280094206
168,-10.552777280094206
169,-10.552777280094206
170,-10.552777280094206
171,-10.552777280094206
172,-10.552777280094206
173,-10.552777280094206
174,-10.552777280094206
175,-10.552777280094206
176,-10.552777280094206
177,-10.552777280094206
178,-10.552777280094206
179,-10.552777280094206
180,-10.552777280094206
181,-10.552777280094206
182,-10.552777280094206
183,-10.552777280094206
184,-10.552777280094206
185,-10.552777280094206
186,-10.552777280094206
187,-10.552777280094206
188,-10.552777280094206
189,-10.552777280094206
190,-10.552777280094206
191,-10.552777280094206
192,-10.552777280094206
193,-10.552777280094206
194,-10.552777280094206
195,-10.552777280094206
196,-10.552777280094206
197,-10.552777280094206
198,-10.552777280094206
199,-10.552777280094206
200,-10.552777280094206
201,-10.552777280094206
202,-10.552777280094206
203,-10.552777280094206
204,-10.552777280094206
205,-10.552777280094206
206,-10.552777280094206
207,-10.552777280094206
208,-10.552777280094206
209,-10.552777280094206
210,-10.552777280094206
211,-10.552777280094206
212,-10.552777280094206
213,-10.552777280094206
214,-10.552777280094206
215,-10.552777280094206
216,-10.552777280094206
217,-10.552777280094206
218,-10.552777280094206
219,-10.552777280094206
220,-10.552777280094206
221,-10.552777280094206
222,-10.552777280094206
223,-10.552777280094206
224,-10.552777280094206
225,-10.552777280094206
226,-10.552777280094206
227,-10.552777280094206
228,-10.552777280094206
229,-10.552777280094206
230,-10.552777280094206
231,-10.552777280094206
232,-10.552777280094206
233,-10.552777280094206
234,-10.552777280094206
235,-10.552777280094206
236,-10.552777280094206
237,-10.552777280094206
238,-10.552777280094206
239,-10.552777280094206
240,-10.552777280094206
241,-10.552777280094206
242,-10.552777280094206
243,-10.55278135127171
244,-10.55278135127171
245,-10.55278135127171
246,-10.55278135127171
247,-10.55278135127171
248,-10.55278135127171
249,-10.55278135127171
250,-10.55278135127171
251,-10.55278135127171
252,-10.55278135127171
253,-10.55278135127171
254,-10.55278135127171
255,-10.55278135127171
256,-10.55278135127171
257,-10.55278135127171
258,-10.55278135127171
259,-10.55278135127171
260,-10.552787268660095
261,-10.552787268660095
262,-10.552787268660095
263,-10.552787268660095
264,-10.552787268660095
265,-10.552787268660095
266,-10.552787268660095
267,-10.552787268660095
268,-10.552787268660095
269,-10.552787268660095
270,-10.552787268660095
271,-10.552787268660095
272,-10.552787268660095
273,-10.552787268660095
274,-10.552787268660095
275,-10.552787268660095
276,-10.552787268660095
277,-10.552787268660095
278,-10.552787268660095
279,-10.552787268660095
280,-10.552787268660095
281,-10.552787268660095
282,-10.552787268660095
283,-10.552787268660095
284,-10.552787268660095
285,-10.552787268660095
286,-10.552787268660095
287,-10.552787268660095
288,-10.552787268660095
289,-10.552787268660095
290,-10.552787268660095
291,-10.552787268660095
292,-10.552787268660095
293,-10.552787268660095
294,-10.552787268660095
295,-10.552787268660095
296,-10.552787268660095
297,-10.552787268660095
298,-10.552787268660095
299,-10.552787268660095
300,-10.552787268660095
301,-10.552787268660095
302,-10.552787268660095
303,-10.552787268660095
304,-10.552787268660095
305,-10.552787268660095
306,-10.552787268660095
307,-10.552787268660095
308,-10.552787268660095
309,-10.552787268660095
310,-10.552787268660095
311,-10.552787268660095
312,-10.552787268660095
313,-10.552787268660095
314,-10.552787268660095
315,-10.552787268660095
316,-10.552787268660095
317,-10.552787268660095
318,-10.552787268660095
319,-10.552787268660095
320,-10.552787268660095
321,-10.552787268660095
322,-10.552787268660095
323,-10.552787268660095
324,-10.552787268660095
325,-10.552787268660095
326,-10.552787268660095
327,-10.552787268660095
328,-10.552787268660095
329,-10.552787268660095
330,-10.552787268660095
331,-10.552787268660095
332,-10.552787268660095
333,-10.552787268660095
334,-10.552787268660095
335,-10.552787268660095
336,-10.552787268660095
337,-10.552787268660095
338,-10.552787268660095
339,-10.552787268660095
340,-10.552787268660095
341,-10.552787268660095
342,-10.552787268660095
343,-10.552787268660095
344,-10.552787268660095
345,-10.552787268660095
346,-10.552787268660095
347,-10.552787268660095
348,-10.552787268660095
349,-10.552787268660095
350,-10.552787268660095
351,-10.552787268660095
352,-10.552787268660095
353,-10.552787268660095
354,-10.552787268660095
355,-10.552787268660095
356,-10.552787268660095
357,-10.552787268660095
358,-10.552787268660095
359,-10.552787268660095
360,-10.552787268660095
361,-10.552787268660095
362,-10.552787268660095
363,-10.552787268660095
364,-10.552787268660095
365,-10.552787268660095
366,-10.552787268660095
367,-10.552787268660095
368,-10.552787268660095
369,-10.552787268660095
370,-10.552787268660095
371,-10.552787268660095
372,-10.552787268660095
373,-10.552787268660095
374,-10.552787268660095
375,-10.552787268660095
376,-10.552787268660095
377,-10.552787268660095
378,-10.552787268660095
379,-10.552787268660095
380,-10.552787268660095
381,-10.552787268660095
382,-10.552787268660095
383,-10.552787268660095
384,-10.552787268660095
385,-10.552787268660095
386,-10.552787268660095
387,-10.552787268660095
388,-10.552787268660095
389,-10.552787268660095
390,-10.552787268660095
391,-10.552787268660095
392,-10.552787268660095
393,-10.552787268660095
394,-10.552787268660095
395,-10.552787268660095
396,-10.552787268660095
397,-10.552787268660095
398,-10.552787268660095
399,-10.552787268660095
400,-10.552787268660095
401,-10.552787268660095
402,-10.552787268660095
403,-10.552787268660095
404,-10.552787268660095
405,-10.552787268660095
406,-10.552787268660095
407,-10.552787268660095
408,-10.552787268660095
409,-10.552787268660095
410,-10.552787268660095
411,-10.552787268660095
412,-10.552787268660095
413,-10.552787268660095
414,-10.552787268660095
415,-10.552787268660095
416,-10.552787268660095
417,-10.552787268660095
418,-10.552787268660095
419,-10.552787268660095
420,-10.552787268660095
421,-10.552787268660095
422,-10.552787268660095
423,-10.552787268660095
424,-10.552787268660095
425,-10.552787268660095
426,-10.552787268660095
427,-10.552787268660095
428,-10.552787268660095
429,-10.552787268660095
430,-10.552787268660095
431,-10.552787268660095
432,-10.552787268660095
433,-10.552787268660095
434,-10.552787268660095
435,-10.552787268660095
436,-10.552787268660095
437,-10.552787268660095
438,-10.552787268660095
439,-10.552787268660095
440,-10.552787268660095
441,-10.552787268660095
442,-10.552787268660095
443,-10.552787268660095
444,-10.552787268660095
445,-10.552787268660095
446,-10.552787268660095
447,-10.552787268660095
448,-10.552787268660095
449,-10.552787268660095
450,-10.552787268660095
451,-10.552787268660095
452,-10.552787268660095
453,-10.552787268660095
454,-10.552787268660095
455,-10.552787268660095
456,-10.552787268660095
457,-10.552787268660095
458,-10.552787268660095
459,-10.552787268660095
460,-10.552787268660095
461,-10.552787268660095
462,-10.552787268660095
463,-10.552787268660095
464,-10.552787268660095
465,-10.552787268660095
466,-10.552787268660095
467,-10.552787268660095
468,-10.552787268660095
469,-10.552787268660095
470,-10.552787268660095
471,-10.552787268660095
472,-10.552787268660095
473,-10.552787268660095
474,-10.552787268660095
475,-10.552787268660095
476,-10.552787268660095
477,-10.552787268660095
478,-10.552787268660095
479,-10.552787268660095
480,-10.552787268660095
481,-10.552787268660095
482,-10.552787268660095
483,-10.552787268660095
484,-10.552787268660095
485,-10.552787268660095
486,-10.552787268660095
487,-10.552787268660095
488,-10.552787268660095
489,-10.552787268660095
490,-10.552787268660095
491,-10.552787268660095
492,-10.552787268660095
493,-10.552787268660095
494,-10.552787268660095
495,-10.552787268660095
496,-10.552787909394773
497,-10.552787909394773
498,-10.552787909394773
499,-10.552787909394773
500,-10.552787909394773
501,-10.552787909394773
502,-10.552787909394773
503,-10.552787909394773
504,-10.552787909394773
505,-10.552787909394773
506,-10.552787909394773
507,-10.552787909394773
508,-10.552787909394773
509,-10.552787909394773
510,-10.552787909394773
511,-10.552787909394773
512,-10.552787909394773
513,-10.552787909394773
514,-10.552787909394773
515,-10.552787909394773
516,-10.552787909394773
517,-10.552787909394773
518,-10.552787909394773
519,-10.552787909394773
520,-10.552787909394773
521,-10.552787909394773
522,-10.552787909394773
523,-10.552787909394773
524,-10.552787909394773
525,-10.552787909394773
526,-10.552787909394773
527,-10.552787909394773
528,-10.552787909394773
529,-10.552787909394773
530,-10.552787909394773
531,-10.552787909394773
532,-10.552787909394773
533,-10.552787909394773
534,-10.552787909394773
535,-10.552787909394773
536,-10.552787909394773
537,-10.552787909394773
538,-10.552787909394773
539,-10.552787909394773
540,-10.552787909394773
541,-10.552787909394773
542,-10.552787909394773
543,-10.552787909394773
544,-10.552787909394773
545,-10.552787909394773
546,-10.552787909394773
547,-10.552787909394773
548,-10.552787909394773
549,-10.552787909394773
550,-10.552787909394773
551,-10.552787909394773
552,-10.552787909394773
553,-10.552787909394773
554,-10.552787909394773
555,-10.552787909394773
556,-10.552787909394773
557,-10.552787909394773
558,-10.552787909394773
559,-10.552787909394773
560,-10.552787909394773
561,-10.552787909394773
562,-10.552787909394773
563,-10.552787909394773
564,-10.552787909394773
565,-10.552787909394773
566,-10.552787909394773
567,-10.552787909394773
568,-10.552787909394773
569,-10.552787909394773
570,-10.552787909394773
571,-10.552787909394773
572,-10.552787909394773
573,-10.552787909394773
574,-10.552787909394773
575,-10.552787909394773
576,-10.552787909394773
577,-10.552787909394773
578,-10.552787909394773
579,-10.552787909394773
580,-10.552787909394773
581,-10.552790387349864
582,-10.552790387349864
583,-10.552790387349864
584,-10.552790387349864
585,-10.552790387349864
586,-10.552790387349864
587,-10.552790387349864
588,-10.552790387349864
589,-10.552790387349864
590,-10.552790387349864
591,-10.552790387349864
592,-10.552790387349864
593,-10.552790387349864
594,-10.552790387349864
595,-10.552790387349864
596,-10.552790387349864
597,-10.552790387349864
598,-10.552790387349864
599,-10.552790387349864
600,-10.552790387349864
601,-10.552790387349864
602,-10.552790387349864
603,-10.552790387349864
604,-10.552790387349864
605,-10.552790387349864
606,-10.552790387349864
607,-10.552790387349864
608,-10.552790387349864
609,-10.552790387349864
610,-10.552790387349864
611,-10.552790387349864
612,-10.552790387349864
613,-10.552790387349864
614,-10.552790387349864
615,-10.552790387349864
616,-10.552790387349864
617,-10.552790387349864
618,-10.552790387349864
619,-10.552790387349864
620,-10.552790387349864
621,-10.552790387349864
622,-10.552790387349864
623,-10.552790387349864
624,-10.552790387349864
625,-10.552790387349864
626,-10.552790387349864
627,-10.552790387349864
628,-10.552790387349864
629,-10.552790387349864
630,-10.552790387349864
631,-10.552790387349864
632,-10.552790387349864
633,-10.552790387349864
634,-10.552790387349864
635,-10.552790387349864
636,-10.552790387349864
637,-10.552790387349864
638,-10.552790387349864
639,-10.552790387349864
640,-10.552790387349864
641,-10.552790387349864
642,-10.552790387349864
643,-10.552790387349864
644,-10.552790387349864
645,-10.552790387349864
646,-10.552790387349864
647,-10.552790387349864
648,-10.552790387349864
649,-10.552790387349864
650,-10.552790387349864
651,-10.552790387349864
652,-10.552790387349864
653,-10.552790387349864
654,-10.552790387349864
655,-10.552790387349864
656,-10.552790387349864
657,-10.552790387349864
658,-10.552790387349864
659,-10.552790387349864
660,-10.552790387349864
661,-10.552790387349864
662,-10.552790387349864
663,-10.552790387349864
664,-10.552790387349864
665,-10.552790387349864
666,-10.552790387349864
667,-10.552790387349864
668,-10.552790387349864
669,-10.552790387349864
670,-10.552790387349864
671,-10.552790387349864
672,-10.552790387349864
673,-10.552790387349864
674,-10.552790387349864
675,-10.552790387349864
676,-10.552790387349864
677,-10.552790387349864
678,-10.552790387349864
679,-10.552790387349864
680,-10.552790387349864
681,-10.552790387349864
682,-10.552790387349864
683,-10.552790387349864
684,-10.552790387349864
685,-10.552790387349864
686,-10.552790387349864
687,-10.552790387349864
688,-10.552790387349864
689,-10.552790387349864
690,-10.552790387349864
691,-10.552790387349864
692,-10.552790387349864
693,-10.552790387349864
694,-10.552790387349864
695,-10.552790387349864
696,-10.552790387349864
697,-10.552790387349864
698,-10.552790387349864
699,-10.552790387349864
700,-10.552790387349864
701,-10.552790387349864
702,-10.552790387349864
703,-10.552790387349864
704,-10.552790387349864
705,-10.552790387349864
706,-10.552790387349864
707,-10.552790387349864
708,-10.552790387349864
709,-10.552790387349864
710,-10.552790387349864
711,-10.552790387349864
712,-10.552790387349864
713,-10.552790387349864
714,-10.552790387349864
715,-10.552790387349864
716,-10.552790387349864
717,-10.552790387349864
718,-10.552790387349864
719,-10.552790387349864
720,-10.552790387349864
721,-10.552790387349864
722,-10.552790387349864
723,-10.552790387349864
724,-10.552790387349864
725,-10.552790387349864
726,-10.552790387349864
727,-10.552790432965919
728,-10.552790432965919
729,-10.552790432965919
730,-10.552790432965919
731,-10.552790455294526
732,-10.552790497221535
733,-10.552790507010915
734,-10.552790507010915
735,-10.552790507010915
736,-10.552790507010915
737,-10.552790507010915
738,-10.552790507010915
739,-10.552790507010915
740,-10.552790507010915
741,-10.552790507010915
742,-10.552790507010915
743,-10.552790507010915
744,-10.552790507010915
745,-10.552790507010915
746,-10.552790507010915
747,-10.552790507010915
748,-10.552790507010915
749,-10.552790507010915
750,-10.552790507010915
751,-10.552790507010915
752,-10.552790507010915
753,-10.552790507010915
754,-10.552790507010915
755,-10.552790507010915
756,-10.552790507010915
757,-10.552790507010915
758,-10.552790507010915
759,-10.552790507010915
760,-10.552790507010915
761,-10.552790507010915
762,-10.552790507010915
763,-10.552790507010915
764,-10.552790507010915
765,-10.552790507010915
766,-10.552790507010915
767,-10.552790507010915
768,-10.552790507010915
769,-10.552790507010915
770,-10.552790507010915
771,-10.552790507010915
772,-10.552790507010915
773,-10.552790507010915
774,-10.552790507010915
775,-10.552790507010915
776,-10.552790507010915
777,-10.552790507010915
778,-10.552790507010915
779,-10.552790507010915
780,-10.552790507010915
781,-10.552790507010915
782,-10.552790507010915
783,-10.552790507010915
784,-10.552790507010915
785,-10.552790507010915
786,-10.552790507010915
787,-10.552790507010915
788,-10.552790507010915
789,-10.552790507010915
790,-10.552790507010915
791,-10.552790507010915
792,-10.552790507010915
793,-10.552790507010915
794,-10.552790507010915
795,-10.552790507010915
796,-10.552790507010915
797,-10.552790507010915
798,-10.552790507010915
799,-10.552790507010915
800,-10.552790507010915
801,-10.552790507010915
802,-10.552790507010915
803,-10.552790507010915
804,-10.552790507010915
805,-10.552790507010915
806,-10.552790507010915
807,-10.552790507010915
808,-10.552790507010915
809,-10.552790507010915
810,-10.552790507010915
811,-10.552790507010915
812,-10.552790507010915
813,-10.552790507010915
814,-10.552790507010915
815,-10.552790507010915
816,-10.552790507010915
817,-10.552790507010915
818,-10.552790507010915
819,-10.552790507010915
820,-10.552790507010915
821,-10.552790507010915
822,-10.552790507010915
823,-10.552790507010915
824,-10.552790507010915
825,-10.552790507010915
826,-10.552790507010915
827,-10.552790507010915
828,-10.552790507010915
829,-10.552790507010915
830,-10.552790507010915
831,-10.552790507010915
832,-10.552790507010915
833,-10.552790507010915
834,-10.552790507010915
835,-10.552790507010915
836,-10.552790507010915
837,-10.552790507010915
838,-10.552790507010915
839,-10.552790507010915
840,-10.552790507010915
841,-10.552790507010915
842,-10.552790507010915
843,-10.552790507010915
844,-10.552790507010915
845,-10.552790507010915
846,-10.552790507010915
847,-10.552790507010915
848,-10.552790507010915
849,-10.552790507010915
850,-10.552790507010915
851,-10.552790507010915
852,-10.552790507010915
853,-10.552790507010915
854,-10.552790507010915
855,-10.552790507010915
856,-10.552790507010915
857,-10.552790507010915
858,-10.552790507010915
859,-10.552790507010915
860,-10.552790507010915
861,-10.552790507010915
862,-10.552790507010915
863,-10.552790507010915
