Iteration,Average_Fitness
0,493.83942934324114
1,486.31453944478085
2,447.48908596701415
3,422.97986998750594
4,355.37956670247263
5,308.0719398722436
6,245.24954988415053
7,226.08615934747456
8,214.17003043158456
9,195.45374581427973
10,212.83522856696825
11,165.1847661030038
12,173.82724759152893
13,149.88206381323985
14,156.2206223187388
15,150.27834876757456
16,141.97479571508694
17,145.64512906559628
18,134.326440407321
19,138.35677797628367
20,125.6015787470006
21,130.85559506643796
22,128.73425735070737
23,140.21353982365753
24,124.8050096694888
25,123.52885120092552
26,124.6446031059041
27,115.75750992308507
28,100.59818816869719
29,98.44175001717369
30,90.9997092611623
31,85.91547864371957
32,82.89209016299586
33,82.50641238341704
34,76.02541877060163
35,76.67978266710497
36,83.89391946240862
37,77.22541529033441
38,86.17512808269842
39,85.66672252124864
40,91.57487789326677
41,102.40779904395025
42,96.37599647165362
43,93.08167355807362
44,90.0351767969508
45,96.30804043816039
46,94.09194202606109
47,94.90407379420297
48,92.92379467828209
49,99.59001358348758
50,102.60793499292491
51,124.90714451405782
52,124.7716435147178
53,111.46601846140967
54,105.86269338425477
55,105.30772526716945
56,111.60978255417508
57,118.78872186677303
58,111.48153266693994
59,114.81984791705302
60,118.90207989878924
61,122.69272734517753
62,133.9722835253999
63,132.40607663164587
64,132.9795165281769
65,128.9526878473025
66,137.22972161274373
67,140.05407962496272
68,143.49370176476802
69,140.86323050034406
70,148.4094742010772
71,147.23081593040848
72,137.2117692963656
73,133.55322669934233
74,133.19491172901903
75,122.09160365600484
76,140.16920348998178
77,134.52864232681506
78,120.87487273923931
79,117.57015349466585
80,123.63074471162899
81,117.15427877650247
82,116.2710986512022
83,122.47976407574303
84,122.83665033374162
85,126.99807070333328
86,123.08956883419701
87,124.81554667307631
88,124.09673676074677
89,122.74342069043323
90,129.16248058479562
91,132.38529731270117
92,138.9408275312455
93,131.3251812055251
94,135.26943512169467
95,145.19789377798307
96,153.7102508237633
97,157.61621653745922
98,164.92050507165678
99,168.5174717442524
100,180.18978162918594
101,175.1652003885102
102,170.05736688344987
103,167.2272541890239
104,176.29434588361528
105,166.60640566936382
106,173.52311475158214
107,178.57950475426688
108,181.40872328862883
109,174.48865703331316
110,184.5634694205766
111,185.024115473872
112,188.75913461250423
113,187.69051860114305
114,193.95352053672295
115,196.56372620304452
116,195.8177392627082
117,195.6440076781577
118,207.2841287498016
119,210.92755787751614
