Iteration,Average_Fitness
0,85.2583168540529
1,60.895047545617444
2,39.150119189799064
3,30.188104196588494
4,25.43136772120044
5,21.45824610291985
6,18.576504883731268
7,16.428412967901895
8,14.773592781504412
9,13.890136127590813
10,12.903211567007569
11,12.380660576872986
12,11.157306662591449
13,10.628188997039414
14,9.543069648770073
15,9.452020075415584
16,8.523933343012118
17,8.527283280286294
18,7.833641321649557
19,7.81421550288268
20,7.282854730597937
21,7.322061303965874
22,6.526315825265751
23,6.52429031789575
24,6.036235863377565
25,6.159658400929919
26,8.803354214631943
27,4.227649339236564
28,4.272035327271189
29,3.926984707627677
30,3.956900210676369
31,3.8205806570540215
32,3.770575030828988
33,3.675887037744166
34,3.8146560440648396
35,3.9212850612557086
36,4.229092040174427
37,4.49529459463527
38,4.996428521965829
39,5.644896095596882
40,6.455686579075201
41,7.060328017905337
42,7.4647116234261555
43,8.540935978016924
44,9.045346887562317
45,9.483629138986684
46,9.778141070066004
47,10.003719126428951
48,10.438262096634356
49,10.61221539835568
50,10.697077360924492
51,6.609570185678606
52,2.491142714357517
53,2.3714672722020884
54,2.3099675768340866
55,2.3120085380652386
56,2.3440721740136032
57,2.3314658610083794
58,2.314079814973778
59,2.3286208453862653
60,2.3242481279487426
61,2.390793501739698
62,2.2177679223248172
63,2.2084724449718043
64,2.2343787384874676
65,2.262519999906138
66,2.352743854471039
67,2.307912210303053
68,2.383682226013788
69,2.3865869231721155
70,2.3923910828430865
71,2.465560905154749
72,2.4314584735703764
73,2.366787338990727
74,2.3897704477597754
75,2.362488648577506
76,6.1060433858469585
77,1.5357668230383283
78,1.4952296517452899
79,1.5263680661049512
80,1.5384575199903534
81,1.5954623653933135
82,1.6295497100152927
83,1.614661035703198
84,1.6712734027589602
85,1.8058462683213672
86,1.8876854644057752
87,1.976870346899545
88,2.0694521386537725
89,2.122426176564794
90,2.2369209940148354
91,2.3361483496500273
92,2.4179918476089126
93,2.5060614971929227
94,2.623746238250183
95,2.8193131169747008
96,3.021926424834748
97,3.2445179930421357
98,3.516436116980429
99,3.7377713225600555
100,4.111761231222275
101,5.997940143728846
102,1.7374545791609948
103,1.6952685919350607
104,1.7064797558612876
105,1.70059086889677
106,1.7135782306211804
107,1.7103694877749307
108,1.7151431837349642
109,1.7294665357935832
110,1.8083813862473082
111,1.8620479770131888
112,1.8626297016599604
113,1.8621618256360504
114,1.8914783581319106
115,1.8821348399250575
116,1.948374440395366
117,1.97430655732458
118,2.0214166105995104
119,2.0786930483160595
120,2.1491804634174327
121,2.0343923934952963
122,1.9791580183084074
123,1.9752772293979952
124,2.0821406685405983
125,2.0933158041002065
126,5.946681960548959
127,1.5278718326151806
128,1.44691531848107
129,1.471817002049738
130,1.5202837948839754
131,1.5872500657840432
132,1.5491752523631446
133,1.5919853461387967
134,1.6461732570806669
135,1.688008257746454
136,1.7379106049901922
137,1.8137246550679365
138,1.8004686276206319
139,1.8041014187374882
140,1.8565948269291437
141,1.957751020072307
142,1.8980296565120132
143,1.8900890298988111
144,1.9620815584792042
145,2.0355688808976233
146,2.0495807216179247
147,2.098835941740907
148,2.1345173546969085
149,2.136418659708825
150,2.178777242731039
151,5.525450114885295
152,1.2065662705682125
153,1.1755885852698837
154,1.2023154998206917
155,1.2781728163727517
156,1.3046537379787828
157,1.3375853781254405
158,1.342525899120675
159,1.3825952062835871
160,1.3944597018021787
161,1.506688009023062
162,1.5206683449547336
163,1.550288688081273
164,1.5926902115301553
165,1.569097340514857
166,1.6096375303719612
167,1.68762963976091
168,1.6904400386963192
169,1.7241225392392059
170,1.7603727774944833
171,1.8354575299480629
172,1.864991702121675
173,1.8674999498408973
174,1.9061451454692928
175,1.9346581095859414
176,4.575651946816591
177,1.2777085815020564
178,1.242707542525323
179,1.2556172123186793
180,1.288828230093793
181,1.318772562976852
182,1.2947341816233215
183,1.3039153254690938
184,1.359405215717403
185,1.4127475744254034
186,1.3989875164092864
187,1.4269215628613712
188,1.4388153921991602
189,1.4780794770055241
190,1.488030206915771
191,1.5605942286339036
192,1.5383815489696977
193,1.5164684473437715
194,1.517413500483667
195,1.5607668756232655
196,1.583770990814974
197,1.590972983959386
198,1.6450251167127465
199,1.6477581331089144
200,1.6577369220848759
201,6.30154564500491
202,1.1015875392440464
203,1.1019601658631204
204,1.1246144214225227
205,1.172726406585208
206,1.1508138788763522
207,1.14459052778203
208,1.1903905800470413
209,1.2057029489643398
210,1.2299872478935798
211,1.2637507879636005
212,1.3208551946022524
213,1.3407112730523771
214,1.3206904604615508
215,1.3385530222825017
216,1.386948287583491
217,1.415806706877381
218,1.419438238513575
219,1.422240545663449
220,1.447295336901927
221,1.4833082201958325
222,1.4663351478620446
223,1.4852630317075484
224,1.501291281313233
225,1.5087268533683456
226,3.8112533507862647
227,1.0879468168933892
228,1.1480291103221238
229,1.1656788336427306
230,1.1988702549399224
231,1.2735919218049991
232,1.2870349410137674
233,1.3450406198755125
234,1.3882839707820829
235,1.3798320829365265
236,1.4250164670035697
237,1.447872215126797
238,1.4304740091513375
239,1.4427957264394065
240,1.4676089062916886
241,1.5407600355848234
242,1.4861182435409723
243,1.5275791575765936
244,1.5734383492489727
245,1.5724621119781854
246,1.6080272254383836
247,1.6699789470927613
248,1.7144936552519805
249,1.7574392874439604
250,1.8319042591257706
251,5.5324802340750265
252,1.1010849393170496
253,1.126667750125668
254,1.168975297177853
255,1.216271803544549
256,1.3186559372846405
