Iteration,Average_Fitness
0,100500.32434824604
1,100500.32434824604
2,26003.99282807922
3,12011.511152633977
4,7633.6791741005545
5,5471.6291257938965
6,4189.956563178608
7,3400.7736888804334
8,2855.7828006637214
9,2441.1993800918794
10,2126.8569832854846
11,1923.7158420375363
12,1669.458147823596
13,1523.3169439273188
14,1372.0011735391938
15,1265.3367907807924
16,1168.0978871567336
17,1098.2935958523085
18,1054.4338881103788
19,1004.6169459298986
20,946.4165282602437
21,921.7246089978635
22,843.2194458193183
23,795.5112477971666
24,791.9300951610866
25,743.2969257132886
26,756.0106324444781
27,734.9582202392419
28,697.2962203716633
29,699.1010517809405
30,679.1080842008811
31,665.0601767857196
32,654.4042745043115
33,619.7509985960737
34,631.9885984394012
35,601.8840568302069
36,610.8951625564933
37,583.322088887468
38,587.188699797512
39,557.1206775698089
40,556.115249596152
41,531.9181232196904
42,520.3013977818475
43,513.2682577108317
44,504.5894892349648
45,517.6691481861905
46,517.2415570169568
47,491.97892231773665
48,477.5669627064976
49,492.0096970605877
50,469.46921096258427
51,472.94920044175194
52,464.09378722868763
53,427.1564405219121
54,418.13443027524744
55,427.5549326270886
56,426.6527088525118
57,387.87480114893077
58,418.14706288752865
59,409.45833883623874
60,393.6560137185246
61,409.94719985093144
62,398.73227730783117
63,384.1266939987012
64,371.81163765993125
65,366.0873743492302
66,376.5306401023104
67,363.73881257326684
68,339.0722887208102
69,352.00996658226927
70,352.7668645195691
71,330.06357799838634
72,367.6731621165127
73,354.9007037187383
74,340.4007677159872
75,339.824176701898
76,333.52528837577034
77,333.96184870683555
78,299.84511326649607
79,311.88082552732953
80,308.62926211107356
81,286.0553164710957
82,279.8242332153155
83,294.18637218016056
84,292.233784911306
85,278.20380523776896
86,280.4670148519622
87,272.5040525162288
88,249.5553195849492
89,250.526443338122
90,260.3135189240564
91,231.1643825362318
92,247.18972245849486
93,247.96848658233174
94,231.49312895776222
95,226.46971420317942
96,239.826314856976
97,222.5805195157253
98,238.0071834689799
99,220.58509341876683
100,219.06921713330692
101,231.28398048868257
102,213.40523729928225
103,231.0622579582021
104,191.67623924247522
105,212.97296431745272
106,205.9446514990934
107,195.10029629503342
108,190.8772220212184
109,206.1486187532955
110,188.57108973822747
111,195.02490536684846
112,171.15943854636555
113,184.1344352444553
114,173.4140922674197
115,165.41624349750438
116,163.8748353410526
117,178.1329669122615
118,158.34344639536218
119,153.60836442886935
120,147.93009786165996
121,143.9386134980804
122,137.98461930789898
123,125.4777444514452
124,137.33563565782393
125,130.83006075485812
126,125.39591099617284
127,120.87246819254932
128,134.7079695168335
129,113.70776444593672
130,116.634518923529
131,123.71986725298135
132,120.99605620989678
133,134.23960218214125
134,126.34929523039413
135,117.09954499368762
136,115.43200925943216
137,103.44330654975491
138,93.22093035029563
139,97.31936532631016
140,94.75738406133001
141,110.67668973000222
142,89.86765255820967
143,81.53537389254879
144,86.10870908681206
145,87.36963721824218
146,87.37737244625467
147,106.10935723233119
148,74.14349362074071
149,77.49119873173376
150,71.23470433677765
151,74.18488241799693
152,84.4212524833732
153,76.53722020318561
154,76.8704863915066
155,81.41134505312426
156,63.52915906779194
157,69.52425992423655
158,63.131417761014184
159,59.23373076874195
160,65.62801419461535
161,70.33248771126088
162,63.476983223783535
163,57.650360126333034
164,54.19589553577747
165,57.08226325642158
166,50.748953260255625
167,59.025533359728314
168,53.61700365821561
169,51.40824137319871
170,48.35480768010024
171,61.938141399462474
172,52.969274410515794
173,55.84237591286008
174,51.46933352390634
175,54.81799703471202
176,44.98297100302492
177,42.182284773048686
178,41.98529634502242
179,47.766971340486116
180,45.80965148622415
181,43.49044218153226
182,40.73645141667473
183,40.593227076286276
184,28.533083732002403
185,23.208712540008587
186,37.89578202567102
187,27.482514835677605
188,29.392808382246354
189,31.981309093253554
190,31.702336527071626
191,28.34639572892978
192,38.65152631467033
193,30.39565386632592
194,31.452841011398057
195,30.925425608865208
196,31.193309922327952
197,29.379080253258763
198,30.70792723158839
199,29.206566488685638
200,28.34975747474072
201,20.6895678261031
202,22.70881176742803
203,20.190238959254714
204,23.378219987460515
205,18.50433880237604
206,17.967935946671776
207,22.90405342987584
208,23.802479024975238
209,19.94848031654869
210,15.940607780941384
211,14.212364757698106
212,19.552556636847093
213,19.465868974061078
214,16.19339338260028
215,16.50193671306876
216,18.96886802078191
217,18.363235975695325
218,27.495871420259967
219,16.4296601402053
220,27.04751173327041
221,19.566812772640805
222,10.62117871818761
223,15.954509245881681
224,15.443018490424343
225,15.252883456258102
226,16.81824614466366
227,14.17184799239125
228,9.999931063200512
229,10.02181011733416
230,8.190213608321043
231,11.062950272999114
232,14.770836836556667
233,11.855919541307742
234,5.843461369549144
235,8.37044346821897
236,11.674742094847785
237,6.854186856394434
238,12.232538609323806
239,6.272693693313419
240,6.836792886165267
241,8.649715740171445
242,14.18751955010356
243,9.260846978393783
244,7.665161181103009
245,9.356287873398584
246,5.667639765156387
247,6.31822648243255
248,7.59484257281031
249,2.800347334611802
250,5.21257780671722
251,8.225157525953627
252,6.6766929941459505
253,6.981147549932532
254,5.338455575881382
255,9.72518449257723
256,7.559062483970586
257,5.7003995086943355
258,3.559070375236335
259,5.6011749334783785
260,5.8726289448047035
261,5.266495338510832
262,5.306649542076859
263,5.874439788710878
264,4.04542287082903
265,3.843319191458403
266,8.664350814007209
267,5.020992538402191
268,3.0534360254912962
269,4.070768415416352
270,3.4054631987289343
271,2.7141624461839085
272,5.441857486631698
273,4.212117883973145
274,4.471677837462651
275,6.175994089193999
276,5.6473857437164225
277,2.3770128191006368
278,1.8909458717883922
279,1.7020513364858092
280,4.978858587097396
281,3.301931080767848
282,3.9409267387728915
283,4.147524603356604
284,5.422855513177603
285,1.856426100052059
286,3.2917432783434384
287,4.6965912998434245
288,4.795125920506018
289,4.193697663648082
290,1.5390827072572935
291,2.6487789581688115
292,3.312570749110436
293,2.440296702319704
294,2.1036989315058907
295,3.3169816855744965
296,1.9093112814720674
297,2.32426542784482
298,2.558697325485565
299,2.002601030355705
300,2.4214182714637205
301,2.0376296594339403
302,2.8294331254159926
303,2.662507327726602
304,2.0849019766938595
305,2.339889308928577
306,2.530957550327969
307,1.815271228026322
308,2.073472996575077
309,0.8735433973847535
310,1.636395285704474
311,0.47159601569014
312,0.713360301112202
313,1.3515225198360286
314,2.106518141974692
315,0.7598811808294016
316,1.9818932822613609
317,1.8344771530397463
318,1.8969284306939787
319,2.41649409834659
320,1.9709995297522824
321,1.242076361450535
322,1.3211958381859352
323,0.6086696872384237
324,0.8462177996186485
325,1.8729867396730833
326,0.3994690819577211
327,1.3807271026337844
328,1.1971147076016413
329,1.0890352859721724
330,0.7613386218787848
331,1.1631753269552425
332,1.3940373716151127
333,0.805156656130605
334,0.41766155664563487
335,0.4012360038030876
336,0.8875028677725997
337,0.35590046853923346
338,0.5697781135601044
339,1.08889065052064
340,0.2285277063710255
341,0.09890252225946357
342,0.5684699744037005
343,0.28379223279280236
344,0.7845134692599031
345,0.17950727307130296
346,0.9009880455308223
347,0.3511833966680085
348,0.3103443885953381
