Iteration,Best_Fitness
0,54318.64110377457
1,54318.64110377457
2,11205.104354943896
3,5207.65567844594
4,4225.656602238163
5,3337.57844387312
6,2660.6820282554945
7,2192.480207336848
8,1834.4326774783258
9,1632.5682836629567
10,1411.9609405779113
11,1332.2919605252396
12,1145.00170852556
13,1076.6526503624775
14,1001.1025769537257
15,930.3683181802074
16,885.771969894888
17,841.6627526780242
18,801.0971492968778
19,709.6456783908686
20,709.6456783908686
21,701.496896039317
22,638.1537633819955
23,637.7100085658222
24,625.629508533307
25,612.2171350603152
26,590.2308755791205
27,590.2308755791205
28,530.448079637492
29,530.448079637492
30,530.448079637492
31,530.448079637492
32,512.9667881009015
33,469.0211671697465
34,467.2142821323107
35,466.3753904828932
36,466.3753904828932
37,464.9072439783798
38,464.9072439783798
39,440.6180180082574
40,362.73214398195097
41,362.73214398195097
42,362.73214398195097
43,362.73214398195097
44,362.73214398195097
45,362.73214398195097
46,362.73214398195097
47,362.73214398195097
48,362.73214398195097
49,362.73214398195097
50,362.73214398195097
51,344.17032505158517
52,344.17032505158517
53,326.3392284903199
54,326.3392284903199
55,326.3392284903199
56,326.3392284903199
57,326.3392284903199
58,326.3392284903199
59,296.2307085346198
60,289.9921663170788
61,289.9921663170788
62,289.9921663170788
63,289.9921663170788
64,289.9921663170788
65,289.9921663170788
66,289.9921663170788
67,289.9921663170788
68,289.9921663170788
69,289.9921663170788
70,289.9921663170788
71,263.7806894788611
72,263.7806894788611
73,257.56185807145886
74,257.14708795711215
75,233.79824249118624
76,230.2257386150842
77,230.2257386150842
78,230.2257386150842
79,230.2257386150842
80,230.2257386150842
81,230.2257386150842
82,230.2257386150842
83,230.2257386150842
84,224.95043228059643
85,199.21625852751532
86,199.21625852751532
87,199.21625852751532
88,199.21625852751532
89,199.21625852751532
90,199.21625852751532
91,180.6553567155531
92,180.6553567155531
93,180.6553567155531
94,180.6553567155531
95,180.6553567155531
96,180.6553567155531
97,180.6553567155531
98,180.6553567155531
99,170.3216159485735
100,170.3216159485735
101,170.3216159485735
102,170.3216159485735
103,168.27627105285765
104,167.15419154039176
105,167.15419154039176
106,145.49003143232895
107,145.49003143232895
108,145.49003143232895
109,135.87152681995005
110,135.87152681995005
111,135.87152681995005
112,133.33138378231513
113,125.19118280408404
114,125.19118280408404
115,110.58001012438496
116,110.58001012438496
117,110.58001012438496
118,110.58001012438496
119,110.58001012438496
120,105.04462918457965
121,104.25267649020974
122,104.25267649020974
123,93.16985030585283
124,93.16985030585283
125,93.16985030585283
126,91.01949162809349
127,91.01949162809349
128,91.01949162809349
129,91.01949162809349
130,91.01949162809349
131,91.01949162809349
132,79.90332857262533
133,79.90332857262533
134,79.90332857262533
135,72.27857727980684
136,71.34961415078132
137,70.23970100441598
138,70.23970100441598
139,65.95015132850206
140,65.36005617180258
141,65.36005617180258
142,61.49302302485439
143,61.49302302485439
144,61.49302302485439
145,60.38348669446456
146,60.372701758812056
147,54.75663599969817
148,52.590664629399456
149,50.495775743240145
150,50.495775743240145
151,50.495775743240145
152,50.495775743240145
153,48.3547506041814
154,48.3547506041814
155,47.60296808586725
156,45.86122845788184
157,45.86122845788184
158,44.143208701427305
159,42.9403025378306
160,41.32305867402246
161,41.08133125286632
162,37.99653395890275
